X-Axis,min T/W,max T/W
0.2,33.72371564437703,44.05675025042004
0.19,34.29215529721302,43.50149439716176
0.18,34.86969387612377,42.96380884953423
0.17,35.45697855666013,42.442776922863814
0.16,36.054658564754526,41.93754796708586
0.15,36.66338651926625,41.4473314001204
0.14,37.28383555262438,40.97138786600824
0.13,37.91667944337106,40.330593586537326
0.12,38.562615424479326,39.599238199464715
0.11247346785920427,39.048781216750115,39.048781216750115
